date,station_code,station_name,car,bus,city
2017-02-14,228,동군산,3263,134,군산
2017-02-14,244,서부산,25305,927,부산
2017-02-14,253,서서울,80503,3729,서울
2017-02-14,261,동광주,15941,494,광주
2017-02-14,270,서순천,2604,88,순천
2017-02-14,271,순천,8912,312,순천
2017-02-14,272,광양,4229,187,광양
2017-02-14,273,동광양,2340,64,광양
2017-02-14,275,옥곡,2740,109,광양
2017-02-14,276,진월,1191,30,광양
2017-02-14,294,북창원,4381,197,창원
2017-02-14,509,목포,11966,420,목포
2017-02-14,510,양양,899,29,양양
2017-02-14,515,북통영,2971,79,통영
2017-02-14,516,통영,7621,309,통영
2017-02-14,517,양평,2442,116,양평
2017-02-14,519,남대구,22871,1019,대구
2017-02-14,553,동광산,15155,389,광주
2017-02-14,554,동홍천,5116,91,홍천
2017-02-14,556,동순천,3642,123,순천
2017-02-14,557,황전,1070,38,순천
2017-02-14,569,북광주,5810,307,광주
2017-02-14,580,북강릉,3328,112,강릉
2017-02-14,581,옥계,1117,31,속초
2017-02-14,582,망상,1925,56,속초
2017-02-14,584,남강릉,2068,114,강릉
2017-02-14,585,하조대,1964,69,양양
2017-02-14,590,동전주,2791,68,전주
2017-02-14,701,북양양,387,17,양양
2017-02-14,702,속초,1487,62,속초
2017-02-14,735,남양평,466,12,양평
2017-02-14,987,남순천,7199,211,순천
2017-02-15,13,순천만,1926,97,순천
2017-02-15,101,서울,86230,3167,서울
2017-02-15,127,서대구,33917,1769,대구
2017-02-15,129,북대구,28710,940,대구
2017-02-15,133,건천,1782,108,경주
2017-02-15,135,경주,9209,545,경주
2017-02-15,140,부산,29721,1162,부산
2017-02-15,146,동창원,10562,516,창원
2017-02-15,150,북부산,29972,642,부산
2017-02-15,158,전주,6099,286,전주
2017-02-15,159,서전주,5093,256,전주
2017-02-15,167,광주,14244,623,광주
2017-02-15,174,춘천,11691,355,춘천
2017-02-15,179,홍천,4694,135,홍천
2017-02-15,181,새말,3007,142,횡성
2017-02-15,182,둔내,1642,55,횡성
2017-02-15,183,면온,1147,38,평창
2017-02-15,184,대관령,3986,111,평창
2017-02-15,186,속사,435,16,평창
2017-02-15,187,진부,1856,57,평창
2017-02-15,189,강릉,8822,268,강릉
2017-02-15,190,동서울,51586,3368,서울
2017-02-15,216,횡성,2969,115,횡성
2017-02-15,227,군산,4186,113,군산
2017-02-15,228,동군산,3231,147,군산
2017-02-15,244,서부산,25387,888,부산
2017-02-15,253,서서울,81626,3665,서울
2017-02-15,261,동광주,16104,492,광주
2017-02-15,270,서순천,2644,78,순천
2017-02-15,271,순천,9054,300,순천
2017-02-15,272,광양,4405,192,광양
2017-02-15,273,동광양,2665,49,광양
2017-02-15,275,옥곡,2768,103,광양
2017-02-15,276,진월,1233,38,광양
2017-02-15,294,북창원,4463,176,창원
2017-02-15,509,목포,12495,406,목포
2017-02-15,510,양양,867,26,양양
2017-02-15,515,북통영,2911,71,통영
2017-02-15,516,통영,7851,292,통영
2017-02-15,517,양평,2235,128,양평
2017-02-15,519,남대구,23166,1039,대구
2017-02-15,553,동광산,15203,402,광주
2017-02-15,554,동홍천,5267,96,홍천
2017-02-15,556,동순천,3704,113,순천
2017-02-15,557,황전,1071,33,순천
2017-02-15,569,북광주,5824,353,광주
2017-02-15,580,북강릉,3371,93,강릉
2017-02-15,581,옥계,1078,42,속초
2017-02-15,582,망상,2001,51,속초
2017-02-15,584,남강릉,2077,124,강릉
2017-02-15,585,하조대,2021,55,양양
2017-02-15,590,동전주,2910,71,전주
2017-02-15,701,북양양,404,22,양양
2017-02-15,702,속초,1511,52,속초
2017-02-15,735,남양평,477,8,양평
2017-02-15,987,남순천,6987,182,순천
2017-02-16,13,순천만,1931,91,순천
2017-02-16,101,서울,86784,3186,서울
2017-02-16,127,서대구,33853,1752,대구
2017-02-16,129,북대구,29096,937,대구
2017-02-16,133,건천,1787,120,경주
2017-02-16,135,경주,9345,559,경주
2017-02-16,140,부산,30054,1254,부산
2017-02-16,146,동창원,10207,516,창원
2017-02-16,150,북부산,30396,677,부산
2017-02-16,158,전주,6482,257,전주
2017-02-16,159,서전주,5119,253,전주
2017-02-16,167,광주,14651,665,광주
2017-02-16,174,춘천,11881,349,춘천
2017-02-16,179,홍천,4847,154,홍천
2017-02-16,181,새말,3036,136,횡성
2017-02-16,182,둔내,1702,45,횡성
2017-02-16,183,면온,1279,34,평창
2017-02-16,184,대관령,4377,91,평창
2017-02-16,186,속사,437,14,평창
2017-02-16,187,진부,1938,73,평창
2017-02-16,189,강릉,9605,268,강릉
2017-02-16,190,동서울,53045,3220,서울
2017-02-16,216,횡성,3078,121,횡성
2017-02-16,227,군산,4359,121,군산
2017-02-16,228,동군산,3355,160,군산
2017-02-16,244,서부산,25497,904,부산
2017-02-16,253,서서울,81646,3681,서울
2017-02-16,261,동광주,16664,525,광주
2017-02-16,270,서순천,2443,79,순천
2017-02-16,271,순천,8997,308,순천
2017-02-16,272,광양,4783,186,광양
2017-02-16,273,동광양,2193,59,광양
2017-02-16,275,옥곡,2859,98,광양
2017-02-16,276,진월,1264,30,광양
2017-02-16,294,북창원,4477,188,창원
2017-02-16,509,목포,12831,387,목포
2017-02-16,510,양양,953,26,양양
2017-02-16,515,북통영,3077,81,통영
2017-02-16,516,통영,8141,292,통영
2017-02-16,517,양평,2460,134,양평
2017-02-16,519,남대구,23010,1004,대구
2017-02-16,553,동광산,15583,375,광주
2017-02-16,554,동홍천,5404,93,홍천
2017-02-16,556,동순천,4064,115,순천
2017-02-16,557,황전,1107,39,순천
2017-02-16,569,북광주,5934,326,광주
2017-02-16,580,북강릉,3501,90,강릉
2017-02-16,581,옥계,1146,43,속초
2017-02-16,582,망상,2056,64,속초
2017-02-16,584,남강릉,2112,118,강릉
2017-02-16,585,하조대,2083,71,양양
2017-02-16,590,동전주,3165,75,전주
2017-02-16,701,북양양,408,26,양양
2017-02-16,702,속초,1562,67,속초
2017-02-16,735,남양평,484,7,양평
2017-02-16,987,남순천,7024,206,순천
2017-02-17,13,순천만,2141,86,순천
2017-02-17,101,서울,91432,3099,서울
2017-02-17,127,서대구,35477,1678,대구
2017-02-17,129,북대구,31509,973,대구
2017-02-17,133,건천,2142,134,경주
2017-02-17,135,경주,12654,559,경주
2017-02-17,140,부산,31657,1202,부산
2017-02-17,146,동창원,11390,513,창원
2017-02-17,150,북부산,32038,678,부산
2017-02-17,158,전주,7296,294,전주
2017-02-17,159,서전주,5964,211,전주
2017-02-17,167,광주,16976,590,광주
2017-02-17,174,춘천,13247,348,춘천
2017-02-17,179,홍천,5541,210,홍천
2017-02-17,181,새말,3540,113,횡성
2017-02-17,182,둔내,2101,53,횡성
2017-02-17,183,면온,1510,37,평창
2017-02-17,184,대관령,4635,101,평창
2017-02-17,186,속사,522,12,평창
2017-02-17,187,진부,2240,60,평창
2017-02-17,189,강릉,10620,244,강릉
2017-02-17,190,동서울,63007,3293,서울
2017-02-17,216,횡성,3496,113,횡성
2017-02-17,227,군산,5211,119,군산
2017-02-17,228,동군산,3872,140,군산
2017-02-17,244,서부산,27336,880,부산
2017-02-17,253,서서울,86922,3618,서울
2017-02-17,261,동광주,18167,482,광주
2017-02-17,270,서순천,2739,85,순천
2017-02-17,271,순천,10893,308,순천
2017-02-17,272,광양,5547,164,광양
2017-02-17,273,동광양,3267,63,광양
2017-02-17,275,옥곡,3432,94,광양
2017-02-17,276,진월,1465,41,광양
2017-02-17,294,북창원,4942,185,창원
2017-02-17,509,목포,14818,361,목포
2017-02-17,510,양양,1088,27,양양
2017-02-17,515,북통영,3322,77,통영
2017-02-17,516,통영,10163,268,통영
2017-02-17,517,양평,2752,123,양평
2017-02-17,519,남대구,24116,987,대구
2017-02-17,553,동광산,15973,363,광주
2017-02-17,554,동홍천,6582,77,홍천
2017-02-17,556,동순천,5039,122,순천
2017-02-17,557,황전,1207,37,순천
2017-02-17,569,북광주,6458,309,광주
2017-02-17,580,북강릉,3867,113,강릉
2017-02-17,581,옥계,1224,51,속초
2017-02-17,582,망상,2161,54,속초
2017-02-17,584,남강릉,2178,129,강릉
2017-02-17,585,하조대,2241,76,양양
2017-02-17,590,동전주,3360,60,전주
2017-02-17,701,북양양,447,19,양양
2017-02-17,702,속초,1821,53,속초
2017-02-17,735,남양평,551,11,양평
2017-02-17,987,남순천,7997,187,순천
2017-02-18,13,순천만,2359,45,순천
2017-02-18,101,서울,94179,2025,서울
2017-02-18,127,서대구,36850,1049,대구
2017-02-18,129,북대구,32364,610,대구
2017-02-18,133,건천,2450,60,경주
2017-02-18,135,경주,17175,342,경주
2017-02-18,140,부산,34801,826,부산
2017-02-18,146,동창원,11155,266,창원
2017-02-18,150,북부산,34018,408,부산
2017-02-18,158,전주,8702,152,전주
2017-02-18,159,서전주,6488,164,전주
2017-02-18,167,광주,20187,399,광주
2017-02-18,174,춘천,16191,224,춘천
2017-02-18,179,홍천,6050,101,홍천
2017-02-18,181,새말,5571,91,횡성
2017-02-18,182,둔내,4912,36,횡성
2017-02-18,183,면온,3620,30,평창
2017-02-18,184,대관령,7300,87,평창
2017-02-18,186,속사,820,7,평창
2017-02-18,187,진부,2650,48,평창
2017-02-18,189,강릉,13474,170,강릉
2017-02-18,190,동서울,67531,1764,서울
2017-02-18,216,횡성,3706,72,횡성
2017-02-18,227,군산,7364,58,군산
2017-02-18,228,동군산,5705,86,군산
2017-02-18,244,서부산,31666,446,부산
2017-02-18,253,서서울,87988,1844,서울
2017-02-18,261,동광주,23561,338,광주
2017-02-18,270,서순천,3080,54,순천
2017-02-18,271,순천,13380,209,순천
2017-02-18,272,광양,6265,101,광양
2017-02-18,273,동광양,3277,33,광양
2017-02-18,275,옥곡,4026,56,광양
2017-02-18,276,진월,1084,16,광양
2017-02-18,294,북창원,5624,140,창원
2017-02-18,509,목포,16631,276,목포
2017-02-18,510,양양,1431,17,양양
2017-02-18,515,북통영,4370,50,통영
2017-02-18,516,통영,13628,186,통영
2017-02-18,517,양평,3529,76,양평
2017-02-18,519,남대구,25885,582,대구
2017-02-18,553,동광산,18296,281,광주
2017-02-18,554,동홍천,10462,68,홍천
2017-02-18,556,동순천,6656,94,순천
2017-02-18,557,황전,1672,28,순천
2017-02-18,569,북광주,7370,181,광주
2017-02-18,580,북강릉,5898,62,강릉
2017-02-18,581,옥계,1620,28,속초
2017-02-18,582,망상,2760,40,속초
2017-02-18,584,남강릉,2627,74,강릉
2017-02-18,585,하조대,3396,49,양양
2017-02-18,590,동전주,5622,57,전주
2017-02-18,701,북양양,735,2,양양
2017-02-18,702,속초,2910,35,속초
2017-02-18,735,남양평,680,7,양평
2017-02-18,987,남순천,10139,118,순천
2017-02-19,13,순천만,2379,20,순천
2017-02-19,101,서울,82993,1071,서울
2017-02-19,127,서대구,34887,345,대구
2017-02-19,129,북대구,26977,211,대구
2017-02-19,133,건천,2785,29,경주
2017-02-19,135,경주,19281,157,경주
2017-02-19,140,부산,31177,316,부산
2017-02-19,146,동창원,8990,98,창원
2017-02-19,150,북부산,30761,207,부산
2017-02-19,158,전주,8329,65,전주
2017-02-19,159,서전주,5982,59,전주
2017-02-19,167,광주,19487,155,광주
2017-02-19,174,춘천,13513,107,춘천
2017-02-19,179,홍천,6393,41,홍천
2017-02-19,181,새말,5518,59,횡성
2017-02-19,182,둔내,5961,29,횡성
2017-02-19,183,면온,5707,21,평창
2017-02-19,184,대관령,7063,46,평창
2017-02-19,186,속사,2561,15,평창
2017-02-19,187,진부,3413,28,평창
2017-02-19,189,강릉,14156,114,강릉
2017-02-19,190,동서울,54389,864,서울
2017-02-19,216,횡성,3975,35,횡성
2017-02-19,227,군산,7452,36,군산
2017-02-19,228,동군산,5153,47,군산
2017-02-19,244,서부산,30977,213,부산
2017-02-19,253,서서울,77673,882,서울
2017-02-19,261,동광주,20868,175,광주
2017-02-19,270,서순천,2642,19,순천
2017-02-19,271,순천,11494,84,순천
2017-02-19,272,광양,7127,62,광양
2017-02-19,273,동광양,2666,13,광양
2017-02-19,275,옥곡,4207,34,광양
2017-02-19,276,진월,1066,6,광양
2017-02-19,294,북창원,4652,40,창원
2017-02-19,509,목포,15282,131,목포
2017-02-19,510,양양,1547,15,양양
2017-02-19,515,북통영,4754,26,통영
2017-02-19,516,통영,13604,106,통영
2017-02-19,517,양평,2509,29,양평
2017-02-19,519,남대구,22720,211,대구
2017-02-19,553,동광산,15360,116,광주
2017-02-19,554,동홍천,15231,53,홍천
2017-02-19,556,동순천,8031,44,순천
2017-02-19,557,황전,1854,14,순천
2017-02-19,569,북광주,6000,78,광주
2017-02-19,580,북강릉,6389,27,강릉
2017-02-19,581,옥계,1600,10,속초
2017-02-19,582,망상,2881,26,속초
2017-02-19,584,남강릉,2413,31,강릉
2017-02-19,585,하조대,3809,27,양양
2017-02-19,590,동전주,6201,21,전주
2017-02-19,701,북양양,986,2,양양
2017-02-19,702,속초,2517,9,속초
2017-02-19,735,남양평,658,2,양평
2017-02-19,987,남순천,8513,64,순천
2017-02-20,13,순천만,1848,81,순천
2017-02-20,101,서울,87831,2925,서울
2017-02-20,127,서대구,34015,1589,대구
2017-02-20,129,북대구,29907,914,대구
2017-02-20,133,건천,1679,106,경주
2017-02-20,135,경주,9784,499,경주
2017-02-20,140,부산,30302,1178,부산
2017-02-20,146,동창원,10380,493,창원
2017-02-20,150,북부산,31501,636,부산
2017-02-20,158,전주,6403,251,전주
2017-02-20,159,서전주,4986,201,전주
2017-02-20,167,광주,15442,568,광주
2017-02-20,174,춘천,12437,339,춘천
2017-02-20,179,홍천,4704,144,홍천
2017-02-20,181,새말,2947,117,횡성
2017-02-20,182,둔내,2061,40,횡성
2017-02-20,183,면온,1773,24,평창
2017-02-20,184,대관령,4203,91,평창
2017-02-20,186,속사,457,16,평창
2017-02-20,187,진부,2056,55,평창
2017-02-20,189,강릉,9372,241,강릉
2017-02-20,190,동서울,56678,3119,서울
2017-02-20,216,횡성,2779,99,횡성
2017-02-20,227,군산,4418,111,군산
2017-02-20,228,동군산,3638,147,군산
2017-02-20,244,서부산,27117,872,부산
2017-02-20,253,서서울,84413,3352,서울
2017-02-20,261,동광주,16860,427,광주
2017-02-20,270,서순천,2552,73,순천
2017-02-20,271,순천,8952,285,순천
2017-02-20,272,광양,4406,171,광양
2017-02-20,273,동광양,2362,61,광양
2017-02-20,275,옥곡,2767,88,광양
2017-02-20,276,진월,1103,34,광양
2017-02-20,294,북창원,4500,168,창원
2017-02-20,509,목포,11762,325,목포
2017-02-20,510,양양,954,25,양양
2017-02-20,515,북통영,2932,73,통영
2017-02-20,516,통영,7962,280,통영
2017-02-20,517,양평,2652,115,양평
2017-02-20,519,남대구,24087,956,대구
2017-02-20,553,동광산,15571,346,광주
2017-02-20,554,동홍천,6784,70,홍천
2017-02-20,556,동순천,4200,105,순천
2017-02-20,557,황전,1108,38,순천
2017-02-20,569,북광주,6141,296,광주
2017-02-20,580,북강릉,3595,91,강릉
2017-02-20,581,옥계,1073,34,속초
2017-02-20,582,망상,1976,52,속초
2017-02-20,584,남강릉,2181,138,강릉
2017-02-20,585,하조대,2082,62,양양
2017-02-20,590,동전주,3443,65,전주
2017-02-20,701,북양양,480,16,양양
2017-02-20,702,속초,1684,61,속초
2017-02-20,735,남양평,490,13,양평
2017-02-20,987,남순천,7284,146,순천
2017-02-21,13,순천만,1957,83,순천
2017-02-21,101,서울,86947,3269,서울
2017-02-21,127,서대구,33799,1754,대구
2017-02-21,129,북대구,29608,1007,대구
2017-02-21,133,건천,1930,127,경주
2017-02-21,135,경주,9684,546,경주
2017-02-21,140,부산,30073,1223,부산
2017-02-21,146,동창원,10544,561,창원
2017-02-21,150,북부산,30833,641,부산
2017-02-21,158,전주,5958,283,전주
2017-02-21,159,서전주,4911,254,전주
2017-02-21,167,광주,14703,646,광주
2017-02-21,174,춘천,12171,336,춘천
2017-02-21,179,홍천,4788,172,홍천
2017-02-21,181,새말,2938,152,횡성
2017-02-21,182,둔내,1681,46,횡성
2017-02-21,183,면온,1237,33,평창
2017-02-21,184,대관령,3554,93,평창
2017-02-21,186,속사,450,18,평창
2017-02-21,187,진부,1951,60,평창
2017-02-21,189,강릉,8811,273,강릉
2017-02-21,190,동서울,53343,3416,서울
2017-02-21,216,횡성,2918,133,횡성
2017-02-21,227,군산,4032,126,군산
2017-02-21,228,동군산,3390,170,군산
2017-02-21,244,서부산,25977,935,부산
2017-02-21,253,서서울,80817,3737,서울
2017-02-21,261,동광주,16245,580,광주
2017-02-21,270,서순천,2535,99,순천
2017-02-21,271,순천,8976,316,순천
2017-02-21,272,광양,4628,194,광양
2017-02-21,273,동광양,2469,58,광양
2017-02-21,275,옥곡,2792,103,광양
2017-02-21,276,진월,1248,32,광양
2017-02-21,294,북창원,4632,187,창원
2017-02-21,509,목포,12894,393,목포
2017-02-21,510,양양,965,19,양양
2017-02-21,515,북통영,2879,92,통영
2017-02-21,516,통영,8120,330,통영
2017-02-21,517,양평,2367,153,양평
2017-02-21,519,남대구,23386,977,대구
2017-02-21,553,동광산,16023,405,광주
2017-02-21,554,동홍천,5853,110,홍천
2017-02-21,556,동순천,3852,107,순천
2017-02-21,557,황전,1195,38,순천
2017-02-21,569,북광주,5691,338,광주
2017-02-21,580,북강릉,3426,98,강릉
2017-02-21,581,옥계,1029,32,속초
2017-02-21,582,망상,1987,45,속초
2017-02-21,584,남강릉,2202,115,강릉
2017-02-21,585,하조대,2110,72,양양
2017-02-21,590,동전주,3104,73,전주
2017-02-21,701,북양양,466,14,양양
2017-02-21,702,속초,1619,55,속초
2017-02-21,735,남양평,512,11,양평
2017-02-21,987,남순천,7242,201,순천
2017-02-22,13,순천만,1556,61,순천
2017-02-22,101,서울,80137,2944,서울
2017-02-22,127,서대구,31994,1639,대구
2017-02-22,129,북대구,27587,877,대구
2017-02-22,133,건천,1594,88,경주
2017-02-22,135,경주,8835,526,경주
2017-02-22,140,부산,27970,1186,부산
2017-02-22,146,동창원,10183,475,창원
2017-02-22,150,북부산,29430,617,부산
2017-02-22,158,전주,5860,240,전주
2017-02-22,159,서전주,4936,217,전주
2017-02-22,167,광주,13864,574,광주
2017-02-22,174,춘천,12350,357,춘천
2017-02-22,179,홍천,4716,161,홍천
2017-02-22,181,새말,2588,131,횡성
2017-02-22,182,둔내,1438,48,횡성
2017-02-22,183,면온,981,22,평창
2017-02-22,184,대관령,3085,77,평창
2017-02-22,186,속사,358,12,평창
2017-02-22,187,진부,1719,55,평창
2017-02-22,189,강릉,8282,255,강릉
2017-02-22,190,동서울,49215,3205,서울
2017-02-22,216,횡성,2701,114,횡성
2017-02-22,227,군산,3810,103,군산
2017-02-22,228,동군산,2997,125,군산
2017-02-22,244,서부산,24331,814,부산
2017-02-22,253,서서울,75420,3392,서울
2017-02-22,261,동광주,15042,444,광주
2017-02-22,270,서순천,2382,63,순천
2017-02-22,271,순천,8591,271,순천
2017-02-22,272,광양,4068,153,광양
2017-02-22,273,동광양,2440,55,광양
2017-02-22,275,옥곡,2574,89,광양
2017-02-22,276,진월,1142,23,광양
2017-02-22,294,북창원,4372,162,창원
2017-02-22,509,목포,11946,352,목포
2017-02-22,510,양양,846,33,양양
2017-02-22,515,북통영,2708,68,통영
2017-02-22,516,통영,7498,250,통영
2017-02-22,517,양평,2059,101,양평
2017-02-22,519,남대구,21727,930,대구
2017-02-22,553,동광산,14448,340,광주
2017-02-22,554,동홍천,5222,96,홍천
2017-02-22,556,동순천,3706,111,순천
2017-02-22,557,황전,1034,30,순천
2017-02-22,569,북광주,5300,312,광주
2017-02-22,580,북강릉,3137,105,강릉
2017-02-22,581,옥계,1068,30,속초
2017-02-22,582,망상,1844,56,속초
2017-02-22,584,남강릉,1958,113,강릉
2017-02-22,585,하조대,1860,63,양양
2017-02-22,590,동전주,2786,68,전주
2017-02-22,701,북양양,357,12,양양
2017-02-22,702,속초,1422,77,속초
2017-02-22,735,남양평,439,10,양평
2017-02-22,987,남순천,6287,150,순천
2017-02-23,13,순천만,1872,80,순천
2017-02-23,101,서울,84854,3125,서울
2017-02-23,127,서대구,34251,1711,대구
2017-02-23,129,북대구,29193,1011,대구
2017-02-23,133,건천,1831,121,경주
2017-02-23,135,경주,9838,555,경주
2017-02-23,140,부산,29978,1240,부산
2017-02-23,146,동창원,10485,560,창원
2017-02-23,150,북부산,30824,700,부산
2017-02-23,158,전주,6360,266,전주
2017-02-23,159,서전주,4990,261,전주
2017-02-23,167,광주,15438,623,광주
2017-02-23,174,춘천,11786,332,춘천
2017-02-23,179,홍천,4772,162,홍천
2017-02-23,181,새말,2843,137,횡성
2017-02-23,182,둔내,1536,46,횡성
2017-02-23,183,면온,1114,26,평창
2017-02-23,184,대관령,3723,91,평창
2017-02-23,186,속사,476,20,평창
2017-02-23,187,진부,1933,84,평창
2017-02-23,189,강릉,8759,247,강릉
2017-02-23,190,동서울,54858,3438,서울
2017-02-23,216,횡성,2641,115,횡성
2017-02-23,227,군산,4403,117,군산
2017-02-23,228,동군산,3490,177,군산
2017-02-23,244,서부산,25900,935,부산
2017-02-23,253,서서울,82335,3689,서울
2017-02-23,261,동광주,16499,520,광주
2017-02-23,270,서순천,2542,83,순천
2017-02-23,271,순천,9386,303,순천
2017-02-23,272,광양,4712,185,광양
2017-02-23,273,동광양,2456,50,광양
2017-02-23,275,옥곡,2760,98,광양
2017-02-23,276,진월,1207,36,광양
2017-02-23,294,북창원,4748,211,창원
2017-02-23,509,목포,12791,384,목포
2017-02-23,510,양양,916,23,양양
2017-02-23,515,북통영,2947,76,통영
2017-02-23,516,통영,8043,302,통영
2017-02-23,517,양평,2272,128,양평
2017-02-23,519,남대구,23354,983,대구
2017-02-23,553,동광산,15453,407,광주
2017-02-23,554,동홍천,5295,86,홍천
2017-02-23,556,동순천,3930,122,순천
2017-02-23,557,황전,1142,39,순천
2017-02-23,569,북광주,5844,308,광주
2017-02-23,580,북강릉,3376,98,강릉
2017-02-23,581,옥계,1079,40,속초
2017-02-23,582,망상,1881,43,속초
2017-02-23,584,남강릉,2056,134,강릉
2017-02-23,585,하조대,1948,64,양양
2017-02-23,590,동전주,3315,60,전주
2017-02-23,701,북양양,397,21,양양
2017-02-23,702,속초,1542,74,속초
2017-02-23,735,남양평,513,8,양평
2017-02-23,987,남순천,7041,193,순천
2017-02-24,13,순천만,2137,80,순천
2017-02-24,101,서울,91289,3201,서울
2017-02-24,127,서대구,36429,1774,대구
2017-02-24,129,북대구,31307,993,대구
2017-02-24,133,건천,2167,127,경주
2017-02-24,135,경주,12795,603,경주
2017-02-24,140,부산,32292,1252,부산
2017-02-24,146,동창원,11717,564,창원
2017-02-24,150,북부산,32621,697,부산
2017-02-24,158,전주,7779,280,전주
2017-02-24,159,서전주,6552,246,전주
2017-02-24,167,광주,17916,650,광주
2017-02-24,174,춘천,13651,370,춘천
2017-02-24,179,홍천,5765,167,홍천
2017-02-24,181,새말,3520,123,횡성
2017-02-24,182,둔내,1844,42,횡성
2017-02-24,183,면온,1426,36,평창
2017-02-24,184,대관령,4481,88,평창
2017-02-24,186,속사,509,19,평창
2017-02-24,187,진부,2235,68,평창
2017-02-24,189,강릉,10367,256,강릉
2017-02-24,190,동서울,64613,3444,서울
2017-02-24,216,횡성,3688,123,횡성
2017-02-24,227,군산,5520,139,군산
2017-02-24,228,동군산,4093,167,군산
2017-02-24,244,서부산,28226,898,부산
2017-02-24,253,서서울,89597,3781,서울
2017-02-24,261,동광주,18733,523,광주
2017-02-24,270,서순천,3034,99,순천
2017-02-24,271,순천,11407,304,순천
2017-02-24,272,광양,5788,191,광양
2017-02-24,273,동광양,3245,68,광양
2017-02-24,275,옥곡,3757,104,광양
2017-02-24,276,진월,1482,25,광양
2017-02-24,294,북창원,5294,179,창원
2017-02-24,509,목포,15460,406,목포
2017-02-24,510,양양,1123,29,양양
2017-02-24,515,북통영,3416,86,통영
2017-02-24,516,통영,11023,282,통영
2017-02-24,517,양평,2783,122,양평
2017-02-24,519,남대구,24801,1064,대구
2017-02-24,553,동광산,16869,409,광주
2017-02-24,554,동홍천,7175,128,홍천
2017-02-24,556,동순천,5236,133,순천
2017-02-24,557,황전,1271,38,순천
2017-02-24,569,북광주,6854,323,광주
2017-02-24,580,북강릉,4015,103,강릉
2017-02-24,581,옥계,1311,40,속초
2017-02-24,582,망상,2258,64,속초
2017-02-24,584,남강릉,2367,130,강릉
2017-02-24,585,하조대,2358,76,양양
2017-02-24,590,동전주,3704,75,전주
2017-02-24,701,북양양,476,14,양양
2017-02-24,702,속초,1931,64,속초
2017-02-24,735,남양평,592,10,양평
2017-02-24,987,남순천,8377,200,순천
2017-02-25,13,순천만,2540,39,순천
2017-02-25,101,서울,95504,2013,서울
2017-02-25,127,서대구,38319,1022,대구
2017-02-25,129,북대구,34378,632,대구
2017-02-25,133,건천,2495,71,경주
2017-02-25,135,경주,17580,389,경주
2017-02-25,140,부산,36487,849,부산
2017-02-25,146,동창원,11843,281,창원
2017-02-25,150,북부산,35480,455,부산
2017-02-25,158,전주,9706,184,전주
2017-02-25,159,서전주,7089,151,전주
2017-02-25,167,광주,22578,360,광주
2017-02-25,174,춘천,17291,246,춘천
2017-02-25,179,홍천,6259,106,홍천
2017-02-25,181,새말,4981,86,횡성
2017-02-25,182,둔내,4794,35,횡성
2017-02-25,183,면온,2509,26,평창
2017-02-25,184,대관령,5932,82,평창
2017-02-25,186,속사,1077,15,평창
2017-02-25,187,진부,2562,54,평창
2017-02-25,189,강릉,13739,175,강릉
2017-02-25,190,동서울,72318,1738,서울
2017-02-25,216,횡성,4054,76,횡성
2017-02-25,227,군산,8076,67,군산
2017-02-25,228,동군산,6146,106,군산
2017-02-25,244,서부산,32986,469,부산
2017-02-25,253,서서울,91415,1890,서울
2017-02-25,261,동광주,25507,326,광주
2017-02-25,270,서순천,3443,59,순천
2017-02-25,271,순천,14170,199,순천
2017-02-25,272,광양,7105,108,광양
2017-02-25,273,동광양,3455,37,광양
2017-02-25,275,옥곡,4374,61,광양
2017-02-25,276,진월,1086,17,광양
2017-02-25,294,북창원,5720,121,창원
2017-02-25,509,목포,17409,288,목포
2017-02-25,510,양양,1539,19,양양
2017-02-25,515,북통영,4566,56,통영
2017-02-25,516,통영,14833,200,통영
2017-02-25,517,양평,3953,83,양평
2017-02-25,519,남대구,26987,644,대구
2017-02-25,553,동광산,19324,311,광주
2017-02-25,554,동홍천,11307,75,홍천
2017-02-25,556,동순천,7438,77,순천
2017-02-25,557,황전,1720,33,순천
2017-02-25,569,북광주,8226,209,광주
2017-02-25,580,북강릉,6112,71,강릉
2017-02-25,581,옥계,1720,24,속초
2017-02-25,582,망상,2963,41,속초
2017-02-25,584,남강릉,2805,75,강릉
2017-02-25,585,하조대,3632,34,양양
2017-02-25,590,동전주,6531,63,전주
2017-02-25,701,북양양,836,8,양양
2017-02-25,702,속초,3428,33,속초
2017-02-25,735,남양평,748,7,양평
2017-02-25,987,남순천,10895,133,순천
2017-02-26,13,순천만,2589,27,순천
2017-02-26,101,서울,90640,1010,서울
2017-02-26,127,서대구,36554,360,대구
2017-02-26,129,북대구,28123,237,대구
2017-02-26,133,건천,3021,22,경주
2017-02-26,135,경주,20631,171,경주
2017-02-26,140,부산,32557,359,부산
2017-02-26,146,동창원,9545,87,창원
2017-02-26,150,북부산,31416,224,부산
2017-02-26,158,전주,9209,81,전주
2017-02-26,159,서전주,6700,72,전주
2017-02-26,167,광주,22004,166,광주
2017-02-26,174,춘천,16786,136,춘천
2017-02-26,179,홍천,7193,55,홍천
2017-02-26,181,새말,5138,63,횡성
2017-02-26,182,둔내,7040,21,횡성
2017-02-26,183,면온,4177,26,평창
2017-02-26,184,대관령,6828,36,평창
2017-02-26,186,속사,3819,21,평창
2017-02-26,187,진부,4020,26,평창
2017-02-26,189,강릉,15920,105,강릉
